# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x0800F2EC	thumb	GetBattleTerrainGfxPtrs
0x0800F324	thumb	BattleInitBgsAndWindows
0x0800F34C	thumb	InitBattleBgsVideo
0x0800F380	thumb	LoadBattleMenuWindowGfx
0x0800F40C	thumb	DrawMainBattleBackground
0x0800F420	thumb	LoadBattleTextboxAndBackground
0x0800F460	thumb	DrawLinkBattleParticipantPokeballs
0x0800F5CC	thumb	DrawLinkBattleVsScreenOutcomeText
0x0800F6FC	thumb	InitLinkBattleVsScreen
0x0800FAE0	thumb	DrawBattleEntryBackground
0x0800FC2C	thumb	GetBattleTerrainOverride
0x0800FCB4	thumb	LoadChosenBattleElement
0x0800FD9C	thumb	CB2_InitBattle
0x0800FE24	thumb	CB2_InitBattleInternal
0x0800FFEC	thumb	BufferPartyVsScreenHealth_AtStart
0x080100B8	thumb	SetPlayerBerryDataInBattleStruct
0x0801017C	thumb	SetAllPlayersBerryData
0x08010414	thumb	LinkBattleComputeBattleTypeFlags
0x08010508	thumb	CB2_HandleStartBattle
0x080108C4	thumb	PrepareOwnMultiPartnerBuffer
0x080109C8	thumb	CB2_PreInitMultiBattle
0x08010BA0	thumb	CB2_HandleStartMultiBattle
0x08011100	thumb	BattleMainCB2
0x08011174	thumb	FreeRestoreBattleData
0x080111BC	thumb	CB2_QuitPokedudeBattle
0x080111EC	thumb	SpriteCB_UnusedDebugSprite
0x080111FC	thumb	SpriteCB_UnusedDebugSprite_Step
0x080112E0	thumb	CreateNPCTrainerParty
0x080116CC	thumb	HBlankCB_Battle
0x080116F4	thumb	VBlankCB_Battle
0x080117B8	thumb	SpriteCB_VsLetterDummy
0x080117BC	thumb	SpriteCB_VsLetter
0x0801182C	thumb	SpriteCB_VsLetterInit
0x0801184C	thumb	BufferPartyVsScreenHealth_AtEnd
0x08011A1C	thumb	CB2_InitEndLinkBattle
0x08011B94	thumb	CB2_EndLinkBattle
0x08011BB0	thumb	EndLinkBattleInSteps
0x08011C44	thumb	GetBattleBgTemplateData
0x08011D0C	thumb	TryCorrectShedinjaLanguage
0x08011D64	thumb	SpriteCB_EnemyMon
0x08011D94	thumb	SpriteCB_MoveWildMonToRight
0x08011DC8	thumb	SpriteCB_WildMonShowHealthbox
0x08011E24	thumb	SpriteCallbackDummy_2
0x08011E28	thumb	SpriteCB_InitFlicker
0x08011E3C	thumb	SpriteCB_Flicker
0x08011EA0	thumb	SpriteCB_FaintOpponentMon
0x08011FB4	thumb	SpriteCB_AnimFaintOpponent
0x08012044	thumb	SpriteCB_ShowAsMoveTarget
0x08012060	thumb	SpriteCB_BlinkVisible
0x08012098	thumb	SpriteCB_HideAsMoveTarget
0x080120C4	thumb	SpriteCB_AllyMon
0x080120D0	thumb	oac_poke_ally_
0x08012100	thumb	SetIdleSpriteCallback
0x0801210C	thumb	SpriteCB_Idle
0x08012110	thumb	SpriteCB_FaintSlideAnim
0x08012138	thumb	DoBounceEffect
0x08012258	thumb	EndBounceEffect
0x08012308	thumb	SpriteCB_BounceEffect
0x08012354	thumb	SpriteCB_PlayerThrowInit
0x0801236C	thumb	UpdatePlayerPosInThrowAnim
0x08012398	thumb	SpriteCB_PlayerThrowUpdate
0x080123BC	thumb	BeginBattleIntroDummy
0x080123C0	thumb	BeginBattleIntro
0x080123E4	thumb	BattleMainCB1
0x08012434	thumb	BattleStartClearSetData
0x08012760	thumb	SwitchInClearSetData
0x08012BC8	thumb	FaintClearSetData
0x08012FAC	thumb	BattleIntroGetMonsData
0x08013020	thumb	BattleIntroPrepareBackgroundSlide
0x08013070	thumb	BattleIntroDrawTrainersOrMonsSprites
0x0801333C	thumb	BattleIntroDrawPartySummaryScreens
0x080134DC	thumb	BattleIntroPrintTrainerWantsToBattle
0x08013514	thumb	BattleIntroPrintWildMonAttacked
0x08013568	thumb	BattleIntroPrintOpponentSendsOut
0x0801359C	thumb	BattleIntroOpponentSendsOutMonAnimation
0x0801362C	thumb	BattleIntroRecordMonsToDex
0x080136C4	thumb	Unused_AutoProgressToIntro
0x080136E4	thumb	BattleIntroPrintPlayerSendsOut
0x08013728	thumb	BattleIntroPlayerSendsOutMonAnimation
0x080137D0	thumb	BattleIntroSwitchInPlayerMons
0x0801385C	thumb	TryDoEventsBeforeFirstTurn
0x08013B1C	thumb	HandleEndTurn_ContinueBattle
0x08013BD4	thumb	BattleTurnPassed
0x08013D54	thumb	IsRunningFromBattleImpossible
0x08013F6C	thumb	UpdatePartyOwnerOnSwitch_NonMulti
0x08014040	thumb	HandleTurnActionSelectionState
0x08014CA4	thumb	SwapTurnOrder
0x08014CD8	thumb	GetWhoStrikesFirst
0x080150A8	thumb	SetActionsAndBattlersTurnOrder
0x08015330	thumb	TurnValuesCleanUp
0x08015450	thumb	SpecialStatusesClear
0x080154A0	thumb	CheckFocusPunch_ClearVarsBeforeTurnStarts
0x080155C8	thumb	RunTurnActionsFunctions
0x08015670	thumb	HandleEndTurn_BattleWon
0x0801578C	thumb	HandleEndTurn_BattleLost
0x08015850	thumb	HandleEndTurn_RanFromBattle
0x080158BC	thumb	HandleEndTurn_MonFled
0x08015910	thumb	HandleEndTurn_FinishBattle
0x08015A30	thumb	FreeResetData_ReturnToOvOrDoEvolutions
0x08015AA0	thumb	TryEvolvePokemon
0x08015B30	thumb	WaitForEvoSceneToFinish
0x08015B58	thumb	ReturnFromBattleToOverworld
0x08015C00	thumb	RunBattleScriptCommands_PopCallbacksStack
0x08015C74	thumb	RunBattleScriptCommands
0x08015CA0	thumb	HandleAction_UseMove
0x08016374	thumb	HandleAction_Switch
0x08016418	thumb	HandleAction_UseItem
0x08016748	thumb	TryRunFromBattle
0x080168A4	thumb	HandleAction_Run
0x080169E8	thumb	HandleAction_WatchesCarefully
0x08016AC0	thumb	HandleAction_SafariZoneBallThrow
0x08016B20	thumb	HandleAction_ThrowBait
0x08016BC0	thumb	HandleAction_ThrowRock
0x08016C60	thumb	HandleAction_SafariZoneRun
0x08016C9C	thumb	HandleAction_OldManBallThrow
0x08016D14	thumb	HandleAction_TryFinish
0x08016D3C	thumb	HandleAction_NothingIsFainted
0x08016D70	thumb	HandleAction_ActionFinished
0x08016E24	thumb	GetBattlerForBattleScript
0x08016EC8	thumb	PressurePPLose
0x08016F90	thumb	PressurePPLoseOnUsingImprison
0x080170C4	thumb	PressurePPLoseOnUsingPerishSong
0x080171D8	thumb	MarkAllBattlersForControllerExec
0x08017248	thumb	MarkBattlerForControllerExec
0x08017298	thumb	MarkBattlerReceivedLinkData
0x080172E8	thumb	CancelMultiTurnMoves
0x08017354	thumb	WasUnableToUseMove
0x080173AC	thumb	PrepareStringBattle
0x080173D0	thumb	ResetSentPokesToOpponentValue
0x08017434	thumb	OpponentSwitchInResetSentPokesToOpponentValue
0x080174B8	thumb	UpdateSentPokesToOpponentValue
0x08017520	thumb	BattleScriptPush
0x08017544	thumb	BattleScriptPushCursor
0x0801756C	thumb	BattleScriptPop
0x08017594	thumb	TrySetCantSelectMoveBattleScript
0x0801779C	thumb	CheckMoveLimitations
0x08017998	thumb	AreAllMovesUnusable
0x08017A64	thumb	GetImprisonedMovesCount
0x08017B04	thumb	DoFieldEndTurnEffects
0x08018258	thumb	DoBattlerEndTurnEffects
0x08018C98	thumb	HandleWishPerishSongOnTurnEnd
0x08018F90	thumb	HandleFaintedMonActions
0x08019284	thumb	TryClearRageStatuses
0x080192D4	thumb	AtkCanceller_UnableToUseMove
0x08019C10	thumb	HasNoMonsToSwitch
0x08019DAC	thumb	CastformDataTypeChange
0x08019F18	thumb	AbilityBattleEffects
0x0801BBE4	thumb	BattleScriptExecute
0x0801BC24	thumb	BattleScriptPushCursorAndCallback
0x0801BC68	thumb	ItemBattleEffects
0x0801CFE4	thumb	ClearFuryCutterDestinyBondGrudge
0x0801D030	thumb	HandleAction_RunBattleScript
0x0801D05C	thumb	GetMoveTarget
0x0801D3C0	thumb	IsBattlerModernFatefulEncounter
0x0801D438	thumb	IsMonDisobedient
0x0801D760	thumb	Cmd_attackcanceler
0x0801DB10	thumb	JumpIfMoveFailed
0x0801DBA0	thumb	Cmd_jumpifaffectedbyprotect
0x0801DC10	thumb	JumpIfMoveAffectedByProtect
0x0801DC7C	thumb	AccuracyCalcHelper
0x0801DDC4	thumb	Cmd_accuracycheck
0x0801E1D8	thumb	Cmd_attackstring
0x0801E22C	thumb	Cmd_ppreduce
0x0801E408	thumb	Cmd_critcalc
0x0801E59C	thumb	Cmd_damagecalc
0x0801E68C	thumb	AI_CalcDmg
0x0801E770	thumb	ModulateDmgByType
0x0801E848	thumb	Cmd_typecalc
0x0801EAB8	thumb	CheckWonderGuardAndLevitate
0x0801ED3C	thumb	ModulateDmgByType2
0x0801EDF4	thumb	TypeCalc
0x0801EFCC	thumb	AI_TypeCalc
0x0801F0C8	thumb	Unused_ApplyRandomDmgMultiplier
0x0801F104	thumb	Cmd_adjustnormaldamage
0x0801F2B4	thumb	Cmd_adjustnormaldamage2
0x0801F440	thumb	Cmd_attackanimation
0x0801F588	thumb	Cmd_waitanimation
0x0801F5A8	thumb	Cmd_healthbarupdate
0x0801F684	thumb	Cmd_datahpupdate
0x0801FA7C	thumb	Cmd_critmessage
0x0801FAD0	thumb	Cmd_effectivenesssound
0x0801FBA0	thumb	Cmd_resultmessage
0x0801FD50	thumb	Cmd_printstring
0x0801FD90	thumb	Cmd_printselectionstring
0x0801FDD4	thumb	Cmd_waitmessage
0x0801FE30	thumb	Cmd_printfromtable
0x0801FE84	thumb	Cmd_printselectionstringfromtable
0x0801FEE8	thumb	GetBattlerTurnOrderNum
0x0801FF20	thumb	SetMoveEffect
0x08021124	thumb	Cmd_seteffectwithchance
0x08021210	thumb	Cmd_seteffectprimary
0x08021220	thumb	Cmd_seteffectsecondary
0x08021230	thumb	Cmd_clearstatusfromeffect
0x080212AC	thumb	Cmd_tryfaintmon
0x080215A0	thumb	Cmd_dofaintanimation
0x080215DC	thumb	Cmd_cleareffectsonfaint
0x08021640	thumb	Cmd_jumpifstatus
0x080216B8	thumb	Cmd_jumpifstatus2
0x08021730	thumb	Cmd_jumpifability
0x08021818	thumb	Cmd_jumpifsideaffecting
0x08021890	thumb	Cmd_jumpifstat
0x08021988	thumb	Cmd_jumpifstatus3condition
0x08021A0C	thumb	Cmd_jumpiftype
0x08021A68	thumb	Cmd_getexp
0x080223F8	thumb	Cmd_checkteamslost
0x08022598	thumb	MoveValuesCleanUp
0x080225D8	thumb	Cmd_movevaluescleanup
0x080225F0	thumb	Cmd_setmultihit
0x08022608	thumb	Cmd_decrementmultihit
0x08022650	thumb	Cmd_goto
0x08022670	thumb	Cmd_jumpifbyte
0x08022710	thumb	Cmd_jumpifhalfword
0x080227B8	thumb	Cmd_jumpifword
0x0802286C	thumb	Cmd_jumpifarrayequal
0x080228F4	thumb	Cmd_jumpifarraynotequal
0x08022978	thumb	Cmd_setbyte
0x080229A0	thumb	Cmd_addbyte
0x080229CC	thumb	Cmd_subbyte
0x080229F8	thumb	Cmd_copyarray
0x08022A4C	thumb	Cmd_copyarraywithindex
0x08022AB8	thumb	Cmd_orbyte
0x08022AE4	thumb	Cmd_orhalfword
0x08022B1C	thumb	Cmd_orword
0x08022B60	thumb	Cmd_bicbyte
0x08022B8C	thumb	Cmd_bichalfword
0x08022BC4	thumb	Cmd_bicword
0x08022C08	thumb	Cmd_pause
0x08022C48	thumb	Cmd_waitstate
0x08022C68	thumb	Cmd_healthbar_update
0x08022CC0	thumb	Cmd_return
0x08022CCC	thumb	Cmd_end
0x08022CEC	thumb	Cmd_end2
0x08022D04	thumb	Cmd_end3
0x08022D40	thumb	Cmd_call
0x08022D70	thumb	Cmd_jumpiftype2
0x08022DCC	thumb	Cmd_jumpifabilitypresent
0x08022E18	thumb	Cmd_endselectionscript
0x08022E34	thumb	Cmd_playanimation
0x08022EF4	thumb	Cmd_playanimation_var
0x08022FC0	thumb	Cmd_setgraphicalstatchangevalues
0x0802301C	thumb	Cmd_playstatchangeanimation
0x08023210	thumb	Cmd_moveend
0x08023C38	thumb	Cmd_typecalc2
0x08023E88	thumb	Cmd_returnatktoball
0x08023ED8	thumb	Cmd_getswitchedmondata
0x08023F48	thumb	Cmd_switchindataupdate
0x080240D4	thumb	Cmd_switchinanim
0x0802418C	thumb	Cmd_jumpifcantswitch
0x08024398	thumb	ChooseMonToSendOut
0x080243EC	thumb	Cmd_openpartyscreen
0x08024C48	thumb	Cmd_switchhandleorder
0x08024E38	thumb	Cmd_switchineffects
0x080250DC	thumb	Cmd_trainerslidein
0x0802511C	thumb	Cmd_playse
0x08025158	thumb	Cmd_fanfare
0x08025194	thumb	Cmd_playfaintcry
0x080251C4	thumb	Cmd_endlinkbattle
0x080251FC	thumb	Cmd_returntoball
0x08025230	thumb	Cmd_handlelearnnewmove
0x0802537C	thumb	Cmd_yesnoboxlearnmove
0x080256E0	thumb	Cmd_yesnoboxstoplearningmove
0x0802581C	thumb	Cmd_hitanimation
0x080258AC	thumb	Cmd_getmoneyreward
0x08025A70	thumb	Cmd_updatebattlermoves
0x08025B24	thumb	Cmd_swapattackerwithtarget
0x08025B74	thumb	Cmd_incrementgamestat
0x08025BA4	thumb	Cmd_drawpartystatussummary
0x08025C6C	thumb	Cmd_hidepartystatussummary
0x08025C9C	thumb	Cmd_jumptocalledmove
0x08025D00	thumb	Cmd_statusanimation
0x08025D90	thumb	Cmd_status2animation
0x08025E38	thumb	Cmd_chosenstatusanimation
0x08025ECC	thumb	Cmd_yesnobox
0x08025FA8	thumb	Cmd_cancelallactions
0x08025FE0	thumb	Cmd_adjustsetdamage
0x0802615C	thumb	Cmd_removeitem
0x080261CC	thumb	Cmd_atknameinbuff1
0x08026208	thumb	Cmd_drawlvlupbox
0x08026404	thumb	DrawLevelUpWindow1
0x08026448	thumb	DrawLevelUpWindow2
0x08026480	thumb	InitLevelUpBanner
0x080264D0	thumb	SlideInLevelUpBanner
0x08026524	thumb	DrawLevelUpBannerText
0x08026648	thumb	SlideOutLevelUpBanner
0x08026688	thumb	PutMonIconOnLvlUpBanner
0x08026754	thumb	SpriteCB_MonIconOnLvlUpBanner
0x0802679C	thumb	IsMonGettingExpSentOut
0x080267D8	thumb	Cmd_resetsentmonsvalue
0x080267F0	thumb	Cmd_setatktoplayer0
0x08026810	thumb	Cmd_makevisible
0x08026844	thumb	Cmd_recordlastability
0x08026878	thumb	BufferMoveToLearnIntoBattleTextBuff2
0x080268A0	thumb	Cmd_buffermovetolearn
0x080268B8	thumb	Cmd_jumpifplayerran
0x080268FC	thumb	Cmd_hpthresholds
0x080269A8	thumb	Cmd_hpthresholds2
0x08026A58	thumb	Cmd_useitemonopponent
0x08026AB0	thumb	Cmd_various
0x08026F68	thumb	Cmd_setprotectlike
0x080270A4	thumb	Cmd_tryexplosion
0x080271C0	thumb	Cmd_setatkhptozero
0x08027220	thumb	Cmd_jumpifnexttargetvalid
0x080272C4	thumb	Cmd_tryhealhalfhealth
0x08027340	thumb	Cmd_trymirrormove
0x080274A8	thumb	Cmd_setrain
0x080274FC	thumb	Cmd_setreflect
0x080275C8	thumb	Cmd_setseeded
0x08027688	thumb	Cmd_manipulatedamage
0x08027708	thumb	Cmd_trysetrest
0x080277D8	thumb	Cmd_jumpifnotfirstturn
0x08027820	thumb	Cmd_nop
0x08027830	thumb	UproarWakeUpCheck
0x080278CC	thumb	Cmd_jumpifcantmakeasleep
0x08027948	thumb	Cmd_stockpile
0x080279C4	thumb	Cmd_stockpiletobasedamage
0x08027AE4	thumb	Cmd_stockpiletohpheal
0x08027BC8	thumb	Cmd_negativedamage
0x08027BFC	thumb	ChangeStatBuffs
0x08028080	thumb	Cmd_statbuffchange
0x080280CC	thumb	Cmd_normalisebuffs
0x08028120	thumb	Cmd_setbide
0x08028190	thumb	Cmd_confuseifrepeatingattackends
0x080281D0	thumb	Cmd_setmultihitcounter
0x0802821C	thumb	Cmd_initmultihitstring
0x08028244	thumb	TryDoForceSwitchOut
0x0802830C	thumb	Cmd_forcerandomswitch
0x08028604	thumb	Cmd_tryconversiontypechange
0x080287A8	thumb	Cmd_givepaydaymoney
0x0802883C	thumb	Cmd_setlightscreen
0x08028908	thumb	Cmd_tryKO
0x08028C5C	thumb	Cmd_damagetohalftargethp
0x08028C98	thumb	Cmd_setsandstorm
0x08028CF0	thumb	Cmd_weatherdamage
0x08028E90	thumb	Cmd_tryinfatuating
0x08029048	thumb	Cmd_updatestatusicon
0x080291D0	thumb	Cmd_setmist
0x08029278	thumb	Cmd_setfocusenergy
0x080292D4	thumb	Cmd_transformdataexecution
0x08029474	thumb	Cmd_setsubstitute
0x08029530	thumb	IsMoveUncopyableByMimic
0x08029578	thumb	Cmd_mimicattackcopy
0x08029754	thumb	Cmd_metronome
0x080297FC	thumb	Cmd_dmgtolevel
0x0802982C	thumb	Cmd_psywavedamageeffect
0x08029880	thumb	Cmd_counterdamagecalculator
0x08029978	thumb	Cmd_mirrorcoatdamagecalculator
0x08029A70	thumb	Cmd_disablelastusedattack
0x08029BB4	thumb	Cmd_trysetencore
0x08029CE8	thumb	Cmd_painsplitdmgcalc
0x08029DAC	thumb	Cmd_settypetorandomresistance
0x08029FAC	thumb	Cmd_setalwayshitflag
0x0802A004	thumb	Cmd_copymovepermanently
0x0802A1C0	thumb	IsTwoTurnsMove
0x0802A1FC	thumb	IsInvalidForSleepTalkOrAssist
0x0802A224	thumb	AttacksThisTurn
0x0802A290	thumb	Cmd_trychoosesleeptalkmove
0x0802A3C8	thumb	Cmd_setdestinybond
0x0802A3F8	thumb	TrySetDestinyBondToHappen
0x0802A458	thumb	Cmd_trysetdestinybondtohappen
0x0802A470	thumb	Cmd_remaininghptopower
0x0802A4D8	thumb	Cmd_tryspiteppreduce
0x0802A6B0	thumb	Cmd_healpartystatus
0x0802A994	thumb	Cmd_cursetarget
0x0802AA18	thumb	Cmd_trysetspikes
0x0802AAA4	thumb	Cmd_setforesight
0x0802AAD4	thumb	Cmd_trysetperishsong
0x0802AB8C	thumb	Cmd_rolloutdamagecalculation
0x0802AD08	thumb	Cmd_jumpifconfusedandstatmaxed
0x0802AD70	thumb	Cmd_furycuttercalc
0x0802AE24	thumb	Cmd_friendshiptodamagecalculation
0x0802AEA8	thumb	Cmd_presentdamagecalculation
0x0802AF74	thumb	Cmd_setsafeguard
0x0802B01C	thumb	Cmd_magnitudedamagecalculation
0x0802B140	thumb	Cmd_jumpifnopursuitswitchdmg
0x0802B2D4	thumb	Cmd_setsunny
0x0802B32C	thumb	Cmd_maxattackhalvehp
0x0802B3AC	thumb	Cmd_copyfoestats
0x0802B3F4	thumb	Cmd_rapidspinfree
0x0802B540	thumb	Cmd_setdefensecurlbit
0x0802B570	thumb	Cmd_recoverbasedonsunlight
0x0802B678	thumb	Cmd_hiddenpowercalc
0x0802B774	thumb	Cmd_selectfirstvalidtarget
0x0802B7E8	thumb	Cmd_trysetfutureattack
0x0802B910	thumb	Cmd_trydobeatup
0x0802BB20	thumb	Cmd_setsemiinvulnerablebit
0x0802BBA4	thumb	Cmd_clearsemiinvulnerablebit
0x0802BC34	thumb	Cmd_setminimize
0x0802BC74	thumb	Cmd_sethail
0x0802BCCC	thumb	Cmd_trymemento
0x0802BD68	thumb	Cmd_setforcedtarget
0x0802BDB4	thumb	Cmd_setcharge
0x0802BE18	thumb	Cmd_callterrainattack
0x0802BE8C	thumb	Cmd_cureifburnedparalysedorpoisoned
0x0802BF10	thumb	Cmd_settorment
0x0802BF68	thumb	Cmd_jumpifnodamage
0x0802BFC4	thumb	Cmd_settaunt
0x0802C038	thumb	Cmd_trysethelpinghand
0x0802C0E0	thumb	Cmd_tryswapitems
0x0802C390	thumb	Cmd_trycopyability
0x0802C408	thumb	Cmd_trywish
0x0802C4DC	thumb	Cmd_trysetroots
0x0802C534	thumb	Cmd_doubledamagedealtifdamaged
0x0802C594	thumb	Cmd_setyawn
0x0802C604	thumb	Cmd_setdamagetohealthdifference
0x0802C670	thumb	Cmd_scaledamagebyhealthratio
0x0802C6D4	thumb	Cmd_tryswapabilities
0x0802C76C	thumb	Cmd_tryimprison
0x0802C874	thumb	Cmd_trysetgrudge
0x0802C8CC	thumb	Cmd_weightdamagecalculation
0x0802C964	thumb	Cmd_assistattackselect
0x0802CAE4	thumb	Cmd_trysetmagiccoat
0x0802CB68	thumb	Cmd_trysetsnatch
0x0802CBE4	thumb	Cmd_trygetintimidatetarget
0x0802CCC0	thumb	Cmd_switchoutabilities
0x0802CD3C	thumb	Cmd_jumpifhasnohp
0x0802CD90	thumb	Cmd_getsecretpowereffect
0x0802CE48	thumb	Cmd_pickup
0x0802CF30	thumb	Cmd_docastformchangeanimation
0x0802CF98	thumb	Cmd_trycastformdatachange
0x0802CFD8	thumb	Cmd_settypebasedhalvers
0x0802D090	thumb	Cmd_setweatherballtype
0x0802D148	thumb	Cmd_tryrecycleitem
0x0802D1F0	thumb	Cmd_settypetoterrain
0x0802D2A0	thumb	Cmd_pursuitdoubles
0x0802D364	thumb	Cmd_snatchsetbattlers
0x0802D3B8	thumb	Cmd_removelightscreenreflect
0x0802D434	thumb	Cmd_handleballthrow
0x0802D800	thumb	Cmd_givecaughtmon
0x0802D95C	thumb	Cmd_trysetcaughtmondexflags
0x0802D9D8	thumb	Cmd_displaydexinfo
0x0802DB7C	thumb	HandleBattleWindow
0x0802DCB8	thumb	BattleCreateYesNoCursorAt
0x0802DCF8	thumb	BattleDestroyYesNoCursorAt
0x0802DD38	thumb	Cmd_trygivecaughtmonnick
0x0802DFBC	thumb	Cmd_subattackerhpbydmg
0x0802DFEC	thumb	Cmd_removeattackerstatus1
0x0802E014	thumb	Cmd_finishaction
0x0802E020	thumb	Cmd_finishturn
0x0802E03C	thumb	AllocateBattleResources
0x0802E138	thumb	FreeBattleResources
0x0802E228	thumb	AdjustFriendshipOnBattleFaint
0x0802E310	thumb	BattleControllerDummy
0x0802E314	thumb	SetControllerToPlayer
0x0802E33C	thumb	PlayerBufferExecCompleted
0x0802E3B4	thumb	PlayerBufferRunCommand
0x0802E404	thumb	CompleteOnBattlerSpritePosX_0
0x0802E438	thumb	HandleInputChooseAction
0x0802E640	thumb	EndBounceEffect2
0x0802E674	thumb	HandleInputChooseTarget
0x0802EA10	thumb	HandleInputChooseMove
0x0802EDDC	thumb	HandleMoveInputUnused
0x0802EF58	thumb	HandleMoveSwitching
0x0802F610	thumb	SetLinkBattleEndCallbacks
0x0802F6A8	thumb	SetBattleEndCallbacks
0x0802F730	thumb	CompleteOnBattlerSpriteCallbackDummy
0x0802F768	thumb	CompleteOnBattlerSpriteCallbackDummy2
0x0802F7A0	thumb	FreeTrainerSpriteAfterSlide
0x0802F810	thumb	Intro_DelayAndEnd
0x0802F858	thumb	Intro_WaitForShinyAnimAndHealthbox
0x0802FA58	thumb	Intro_TryShinyAnimShowHealthbox
0x0802FBF4	thumb	SwitchIn_CleanShinyAnimShowSubstitute
0x0802FCAC	thumb	SwitchIn_HandleSoundAndEnd
0x0802FD18	thumb	SwitchIn_TryShinyAnimShowHealthbox
0x0802FDF4	thumb	Task_PlayerController_RestoreBgmAfterCry
0x0802FE24	thumb	CompleteOnHealthbarDone
0x0802FE94	thumb	CompleteOnInactiveTextPrinter
0x0802FEAC	thumb	Task_GiveExpToMon
0x08030024	thumb	Task_PrepareToGiveExpWithExpBar
0x080300F4	thumb	Task_GiveExpWithExpBar
0x08030238	thumb	Task_LaunchLvlUpAnim
0x08030298	thumb	Task_UpdateLvlInHealthbox
0x08030350	thumb	DestroyExpTaskAndCompleteOnInactiveTextPrinter
0x080303A8	thumb	Task_CreateLevelUpVerticalStripes
0x08030538	thumb	FreeMonSpriteAfterFaintAnim
0x080305A0	thumb	FreeMonSpriteAfterSwitchOutAnim
0x08030610	thumb	CompleteOnInactiveTextPrinter2
0x08030628	thumb	OpenPartyMenuToChooseMon
0x08030684	thumb	WaitForMonSelection
0x08030700	thumb	OpenBagAndChooseItem
0x0803073C	thumb	CompleteWhenChoseItem
0x08030778	thumb	CompleteOnSpecialAnimDone
0x080307B4	thumb	DoHitAnimBlinkSpriteEffect
0x08030830	thumb	MoveSelectionDisplayMoveNames
0x080308A8	thumb	MoveSelectionDisplayPpString
0x080308CC	thumb	MoveSelectionDisplayPpNumber
0x08030940	thumb	MoveSelectionDisplayMoveType
0x080309CC	thumb	MoveSelectionCreateCursorAt
0x08030A14	thumb	MoveSelectionDestroyCursorAt
0x08030A54	thumb	ActionSelectionCreateCursorAt
0x08030A98	thumb	ActionSelectionDestroyCursorAt
0x08030ADC	thumb	SetCB2ToReshowScreenAfterMenu
0x08030AEC	thumb	SetCB2ToReshowScreenAfterMenu2
0x08030AFC	thumb	CompleteOnFinishedStatusAnimation
0x08030B2C	thumb	CompleteOnFinishedBattleAnimation
0x08030B5C	thumb	PrintLinkStandbyMsg
0x08030B90	thumb	PlayerHandleGetMonData
0x08030C04	thumb	CopyPlayerMonData
0x080313B0	thumb	PlayerHandleGetRawMonData
0x08031438	thumb	PlayerHandleSetMonData
0x08031490	thumb	SetPlayerMonData
0x08031E8C	thumb	PlayerHandleSetRawMonData
0x08031F00	thumb	PlayerHandleLoadMonSprite
0x08031F68	thumb	PlayerHandleSwitchInAnim
0x08031FF4	thumb	StartSendOutAnim
0x08032160	thumb	PlayerHandleReturnMonToBall
0x080321F0	thumb	DoSwitchOutAnimation
0x0803227C	thumb	PlayerHandleDrawTrainerPic
0x08032428	thumb	PlayerHandleTrainerSlide
0x08032590	thumb	PlayerHandleTrainerSlideBack
0x08032650	thumb	PlayerHandleFaintAnimation
0x0803273C	thumb	PlayerHandlePaletteFade
0x0803275C	thumb	PlayerHandleSuccessBallThrowAnim
0x080327B0	thumb	PlayerHandleBallThrowAnim
0x08032810	thumb	PlayerHandlePause
0x08032840	thumb	PlayerHandleMoveAnimation
0x08032978	thumb	PlayerDoMoveAnimation
0x08032AFC	thumb	PlayerHandlePrintString
0x08032B70	thumb	PlayerHandlePrintSelectionString
0x08032B94	thumb	HandleChooseActionAfterDma3
0x08032BD4	thumb	PlayerHandleChooseAction
0x08032C48	thumb	PlayerHandleUnknownYesNoBox
0x08032C4C	thumb	HandleChooseMoveAfterDma3
0x08032C90	thumb	PlayerHandleChooseMove
0x08032CB4	thumb	InitMoveSelectionsVarsAndStrings
0x08032CEC	thumb	PlayerHandleChooseItem
0x08032D50	thumb	PlayerHandleChoosePokemon
0x08032E28	thumb	PlayerHandleCmd23
0x08032E4C	thumb	PlayerHandleHealthBarUpdate
0x08032F4C	thumb	PlayerHandleExpUpdate
0x08032FE8	thumb	PlayerHandleStatusIconUpdate
0x08033060	thumb	PlayerHandleStatusAnimation
0x080330C8	thumb	PlayerHandleStatusXor
0x08033134	thumb	PlayerHandleDataTransfer
0x08033140	thumb	PlayerHandleDMA3Transfer
0x080331F4	thumb	PlayerHandlePlayBGM
0x08033224	thumb	PlayerHandleCmd32
0x08033230	thumb	PlayerHandleTwoReturnValues
0x08033244	thumb	PlayerHandleChosenMonReturnValue
0x08033258	thumb	PlayerHandleOneReturnValue
0x0803326C	thumb	PlayerHandleOneReturnValue_Duplicate
0x08033280	thumb	PlayerHandleCmd37
0x0803329C	thumb	PlayerHandleCmd38
0x080332D4	thumb	PlayerHandleCmd39
0x080332EC	thumb	PlayerHandleCmd40
0x08033314	thumb	PlayerHandleHitAnimation
0x08033384	thumb	PlayerHandleCmd42
0x08033390	thumb	PlayerHandlePlaySE
0x080333D4	thumb	PlayerHandlePlayFanfare
0x08033404	thumb	PlayerHandleFaintingCry
0x08033444	thumb	PlayerHandleIntroSlide
0x08033478	thumb	PlayerHandleIntroTrainerBallThrow
0x080335F8	thumb	SpriteCB_FreePlayerSpriteLoadMonSprite
